,Scaler,kernel,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,best_param
0,SScaler,rquadratic,0.7207965784549586,0.10182478003132568,2.0315768718719482,0.02428918322407028,0.5028509140014649,0.006391329816404221,"{'svc__kernel': 'rquadratic', 'svc__gamma': 'auto', 'svc__coef0': 545.5594781168514, 'svc__C': 46.4158883361278}"
1,SScaler,rbf,0.7045442395081529,0.12419340638892198,0.013190555572509765,0.0035265815938388552,0.00236659049987793,0.0014120348702505144,"{'svc__kernel': 'rbf', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
2,SScaler,tru,0.6952419139267575,0.14422545843095963,3.3088993072509765,0.030900686590940838,0.8329241752624512,0.015090786868581176,"{'svc__kernel': 'tru', 'svc__gamma': 4.281332398719396, 'svc__C': 12.91549665014884}"
3,SScaler,can,0.6812616947340284,0.17283666585449153,3.8255519390106203,0.009122055496978542,0.9593432426452637,0.019040197275258307,"{'svc__kernel': 'can', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
4,SScaler,radial_basic,0.7253675487837477,0.10684621654666596,2.7562172412872314,0.014348136566137221,0.685181713104248,0.011673631623833945,"{'svc__kernel': 'radial_basic', 'svc__gamma': 0.0018329807108324356, 'svc__C': 3.5938136638046276}"
5,SScaler,triangle,0.7021117348302592,0.1496205577608399,1.778442668914795,0.009947274136353185,0.4152671813964844,0.05919756355694126,"{'svc__kernel': 'triangle', 'svc__gamma': 11.288378916846883, 'svc__C': 2154.4346900318847}"
6,SScaler,hyperbolic,0.6837743918738305,0.12574991745305905,0.9406304836273194,0.016436023300562083,0.2361598491668701,0.006467672885357699,"{'svc__kernel': 'hyperbolic', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
7,MMScaler,rquadratic,0.7186581128040631,0.0633577968485689,2.0087122440338137,0.010941011054539705,0.49936423301696775,0.006781557641275549,"{'svc__kernel': 'rquadratic', 'svc__gamma': 'auto', 'svc__coef0': 0.004832930238571752, 'svc__C': 3.5938136638046276}"
8,MMScaler,rbf,0.7046511627906977,0.09672474220659012,0.009076738357543945,0.0016933676423593164,0.0017101287841796875,8.412540017866333e-05,"{'svc__kernel': 'rbf', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
9,MMScaler,tru,0.7021117348302592,0.14873491724010873,3.364278221130371,0.022315739954682882,0.8268925189971924,0.01391365185058288,"{'svc__kernel': 'tru', 'svc__gamma': 3792.690190732246, 'svc__C': 27825.59402207126}"
10,MMScaler,can,0.6885592087677092,0.08806888229179732,3.869453239440918,0.01846869106665495,0.9565719127655029,0.013526057002835684,"{'svc__kernel': 'can', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
11,MMScaler,radial_basic,0.6932103715584069,0.08732773776006729,2.757162094116211,0.01596220897982345,0.6961534023284912,0.012863170899984568,"{'svc__kernel': 'radial_basic', 'svc__gamma': 206.913808111479, 'svc__C': 3.5938136638046276}"
12,MMScaler,triangle,0.7021384656508955,0.14661341205654563,1.7993802070617675,0.019017663132184847,0.4496182918548584,0.007656607502477091,"{'svc__kernel': 'triangle', 'svc__gamma': 4.281332398719396, 'svc__C': 12.91549665014884}"
13,MMScaler,hyperbolic,0.6932103715584068,0.0829835756472999,0.946468734741211,0.01982086106669307,0.2318875312805176,0.005320026954912761,"{'svc__kernel': 'hyperbolic', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
14,NMScaler,rquadratic,0.584950547981823,0.07732176232360596,2.1329654693603515,0.030147804866014007,0.4961214065551758,0.01285171142208945,"{'svc__kernel': 'rquadratic', 'svc__gamma': 'auto', 'svc__coef0': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
15,NMScaler,rbf,0.5803528468323977,0.071417149257471,1.98662109375,0.8823730851004259,0.0017955780029296875,0.0003543180978249758,"{'svc__kernel': 'rbf', 'svc__gamma': 3792.690190732246, 'svc__C': 27825.59402207126}"
16,NMScaler,tru,0.6471264367816092,0.0755129549685372,3.3421421527862547,0.02027713998870521,0.8334871292114258,0.01783680751524369,"{'svc__kernel': 'tru', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
17,NMScaler,can,0.7071905907511361,0.06258246307397863,3.8854087829589843,0.028515207041611958,0.9605620861053467,0.012559987539390548,"{'svc__kernel': 'can', 'svc__gamma': 4.281332398719396, 'svc__C': 12.91549665014884}"
18,NMScaler,radial_basic,0.5895749799518845,0.0713300516488885,7.3350732803344725,1.3295421809374126,0.6189041137695312,0.06572229323616771,"{'svc__kernel': 'radial_basic', 'svc__gamma': 3792.690190732246, 'svc__C': 27825.59402207126}"
19,NMScaler,triangle,0.6610799251537023,0.04708089050151709,1.6612642288208008,0.027007000813112008,0.42607917785644533,0.010821268138014997,"{'svc__kernel': 'triangle', 'svc__gamma': 0.0001, 'svc__C': 1.0}"
20,NMScaler,hyperbolic,0.543785084202085,0.004655769271762032,0.9506553649902344,0.01058319976381237,0.23455438613891602,0.00609285160728821,"{'svc__kernel': 'hyperbolic', 'svc__gamma': 0.0006951927961775605, 'svc__C': 2154.4346900318847}"
